case_id,exception_class_derived,outcome_label,exposure_eur,abs_variance_pct,vendor,A_prediction,A_confident,A_correct,B_exception_type,B_prediction,B_confidence,B_correct,C_decision,C_acted,C_correct_when_acted,near_miss,policy_version,routed_to,counterfactual_check,n_tool_calls,tools_used,agent_reasoning,final_bucket
4507022177_00060,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,49.0,0.0,vendorID_0247,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507022418_00040,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,961.0,0.0,vendorID_0527,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507022539_00020,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,203.0,0.0,vendorID_0105,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507023385_00010,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,2401.0,0.0,vendorID_1406,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507023528_00210,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,214.0,0.0,vendorID_0103,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507023537_00310,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,3176.0,0.0,vendorID_0104,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507023790_00020,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,2208.0,0.0,vendorID_0284,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507024039_00220,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,1584.0,0.0,vendorID_0524,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507024496_00010,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,5613.0,0.0,vendorID_0445,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,HUMAN_APPROVAL,False,False,False,v1.0,,Downgraded from AUTO_RESOLVE: value band.,3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507024982_00550,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,594.0,0.0,vendorID_0550,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507025497_00150,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,353.0,0.0,vendorID_0136,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507025600_00020,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,1091.0,0.0,vendorID_0639,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507026305_00010,NO_EXCEPTION,UNRESOLVED_IN_LOG,0.0,,vendorID_0357,,False,False,MISSING_GOODS_RECEIPT,UNRESOLVED_IN_LOG,0.4,True,ESCALATE,False,False,False,v1.0,Procurement,Not auto-resolved: the agent could not assemble a complete evidence set.,3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",ai_added_value
4507026637_00060,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,246.0,0.0,vendorID_0103,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507026856_00020,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,4870.0,0.0,vendorID_0292,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507026899_00070,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,1454.0,0.0,vendorID_0178,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507026911_00020,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,96.0,0.0,vendorID_0239,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507027519_00290,DUPLICATE_INVOICE_PATTERN,CLEARED_WITHOUT_BLOCK,733.0,0.0,vendorID_0236,,False,False,DUPLICATE_INVOICE_PATTERN,INVOICE_CANCELLED,0.62,False,ESCALATE,False,False,False,v1.0,AP Manager,Not auto-resolved: class tier is ESCALATE.,4,get_invoice|lookup_po|lookup_policy|check_duplicate_payment,"MOCK MODE — deterministic stand-in, not a model output.",human_necessary
4507027747_00070,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,72.0,0.0,vendorID_0664,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507027989_00070,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,96.0,0.0,vendorID_0245,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507028006_00010,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,866.0,0.0,vendorID_0122,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507028128_00070,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,2590.0,0.0,vendorID_0104,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507028870_00090,DUPLICATE_INVOICE_PATTERN,CLEARED_WITHOUT_BLOCK,11655.0,0.0,vendorID_0673,,False,False,DUPLICATE_INVOICE_PATTERN,INVOICE_CANCELLED,0.62,False,ESCALATE,False,False,False,v1.0,AP Manager,Not auto-resolved: class tier is ESCALATE.,4,get_invoice|lookup_po|lookup_policy|check_duplicate_payment,"MOCK MODE — deterministic stand-in, not a model output.",human_necessary
4507028913_00420,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,54.0,0.0,vendorID_0118,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507029025_00010,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,57919.0,0.0,vendorID_0262,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,ESCALATE,False,False,False,v1.0,Finance,Not auto-resolved: value circuit breaker.,3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507029940_00060,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,2582.0,0.0,vendorID_0124,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507030207_00180,NO_EXCEPTION,UNRESOLVED_IN_LOG,0.0,,vendorID_0375,,False,False,MISSING_GOODS_RECEIPT,UNRESOLVED_IN_LOG,0.4,True,ESCALATE,False,False,False,v1.0,Procurement,Not auto-resolved: the agent could not assemble a complete evidence set.,3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",ai_added_value
4507030259_00150,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,779.0,0.0,vendorID_0176,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507030539_00460,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,136.0,0.0,vendorID_0150,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507030797_00140,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,428.0,0.0,vendorID_0108,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507030982_00160,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,684.0,0.0,vendorID_0522,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507031439_00010,NO_EXCEPTION,UNRESOLVED_IN_LOG,0.0,,vendorID_0188,,False,False,MISSING_GOODS_RECEIPT,UNRESOLVED_IN_LOG,0.4,True,ESCALATE,False,False,False,v1.0,Procurement,Not auto-resolved: the agent could not assemble a complete evidence set.,3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",ai_added_value
4507031621_00150,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,205.0,0.0,vendorID_0182,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507031723_00330,NO_EXCEPTION,UNRESOLVED_IN_LOG,0.0,,vendorID_0431,,False,False,MISSING_GOODS_RECEIPT,UNRESOLVED_IN_LOG,0.4,True,ESCALATE,False,False,False,v1.0,Procurement,Not auto-resolved: the agent could not assemble a complete evidence set.,3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",ai_added_value
4507031879_00120,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,229.0,0.0,vendorID_0127,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507032108_00070,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,298.0,0.0,vendorID_0120,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507032799_00001,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,134.0,0.0,vendorID_0231,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507033804_00060,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,112.0,0.0,vendorID_0136,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507033881_00320,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,172.0,0.0,vendorID_0182,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507033890_00030,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,1476.0,0.0,vendorID_0481,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507034104_00060,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,170.0,0.0,vendorID_0110,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507034107_00080,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,517.0,0.0,vendorID_0111,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507034639_00440,NO_EXCEPTION,UNRESOLVED_IN_LOG,0.0,,vendorID_0188,,False,False,MISSING_GOODS_RECEIPT,UNRESOLVED_IN_LOG,0.4,True,ESCALATE,False,False,False,v1.0,Procurement,Not auto-resolved: the agent could not assemble a complete evidence set.,3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",ai_added_value
4507034847_00060,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,285.0,0.0,vendorID_0127,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507034965_00010,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,54760.0,0.0,vendorID_0822,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,ESCALATE,False,False,False,v1.0,Finance,Not auto-resolved: value circuit breaker.,3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507034994_00010,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,24332.0,0.0,vendorID_1370,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,HUMAN_APPROVAL,False,False,False,v1.0,,Downgraded from AUTO_RESOLVE: value band.,3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507035297_00020,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,573.0,0.0,vendorID_0221,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507035771_00080,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,573.0,0.0,vendorID_0110,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507036370_00100,DUPLICATE_INVOICE_PATTERN,INVOICE_CANCELLED,1361.0,0.0,vendorID_0263,,False,False,DUPLICATE_INVOICE_PATTERN,INVOICE_CANCELLED,0.62,True,ESCALATE,False,False,False,v1.0,AP Manager,Not auto-resolved: class tier is ESCALATE.,4,get_invoice|lookup_po|lookup_policy|check_duplicate_payment,"MOCK MODE — deterministic stand-in, not a model output.",ai_added_value
4507036469_00020,NO_EXCEPTION,UNRESOLVED_IN_LOG,6.0,0.0,vendorID_0282,CLEARED_WITHOUT_BLOCK,True,False,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,False,AUTO_RESOLVE,True,False,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",human_necessary
4507037030_00010,SEQUENCE_VIOLATION_INVOICE_BEFORE_GR,CLEARED_WITHOUT_BLOCK,1758.0,0.0,vendorID_0120,,False,False,SEQUENCE_VIOLATION_INVOICE_BEFORE_GR,RESOLVED_WITHOUT_OBSERVED_PO_CORRECTION,0.66,False,HUMAN_APPROVAL,False,False,False,v1.0,AP Team Lead,Not auto-resolved: class tier is HUMAN_APPROVAL.,4,get_invoice|lookup_po|lookup_policy|lookup_goods_receipt,"MOCK MODE — deterministic stand-in, not a model output.",human_necessary
4507037210_00100,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,216.0,0.0,vendorID_0127,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507038145_00030,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,1582.0,0.0,vendorID_0125,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507038266_00050,NO_EXCEPTION,UNRESOLVED_IN_LOG,8.0,0.0,vendorID_1117,CLEARED_WITHOUT_BLOCK,True,False,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,False,AUTO_RESOLVE,True,False,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",human_necessary
4507039284_00050,SEQUENCE_VIOLATION_INVOICE_BEFORE_GR,CLEARED_WITHOUT_BLOCK,1903.0,0.0,vendorID_0237,,False,False,SEQUENCE_VIOLATION_INVOICE_BEFORE_GR,RESOLVED_WITHOUT_OBSERVED_PO_CORRECTION,0.66,False,HUMAN_APPROVAL,False,False,False,v1.0,AP Team Lead,Not auto-resolved: class tier is HUMAN_APPROVAL.,4,get_invoice|lookup_po|lookup_policy|lookup_goods_receipt,"MOCK MODE — deterministic stand-in, not a model output.",human_necessary
4507039308_00010,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,313.0,0.0,vendorID_0171,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507039725_00080,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,3976.0,0.0,vendorID_0106,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507040962_00010,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,811.0,0.0,vendorID_0114,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
4507041393_00060,NO_EXCEPTION,CLEARED_WITHOUT_BLOCK,349.0,0.0,vendorID_0120,CLEARED_WITHOUT_BLOCK,True,True,PRICE_VARIANCE_WITHIN_TOLERANCE,CLEARED_WITHOUT_BLOCK,0.95,True,AUTO_RESOLVE,True,True,False,v1.0,,"Auto-resolved: class permitted, value within cap, evidence complete, not near a boundary.",3,get_invoice|lookup_po|lookup_policy,"MOCK MODE — deterministic stand-in, not a model output.",rules_sufficient
